timestamp,nodeid,source,fqdd,value
2023-02-21 12:32:26.000 -0600,19,#Thermal.v1_4_0.Fan,FAN_1,10710
2023-02-21 12:32:26.000 -0600,19,#Thermal.v1_4_0.Fan,FAN_2,10710
2023-02-21 12:32:26.000 -0600,19,#Thermal.v1_4_0.Fan,FAN_3,10710
2023-02-21 12:32:26.000 -0600,19,#Thermal.v1_4_0.Fan,FAN_4,10710
2023-02-21 12:32:26.000 -0600,20,#Thermal.v1_4_0.Fan,FAN_1,10710
2023-02-21 12:32:26.000 -0600,20,#Thermal.v1_4_0.Fan,FAN_2,10710
2023-02-21 12:32:26.000 -0600,20,#Thermal.v1_4_0.Fan,FAN_3,10640
2023-02-21 12:32:26.000 -0600,20,#Thermal.v1_4_0.Fan,FAN_4,10710
2023-02-21 12:32:26.000 -0600,21,#Thermal.v1_4_0.Fan,FAN_1,9170
2023-02-21 12:32:26.000 -0600,21,#Thermal.v1_4_0.Fan,FAN_2,9170
2023-02-21 12:32:26.000 -0600,21,#Thermal.v1_4_0.Fan,FAN_3,9100
2023-02-21 12:32:26.000 -0600,21,#Thermal.v1_4_0.Fan,FAN_4,9170
2023-02-21 12:32:26.000 -0600,22,#Thermal.v1_4_0.Fan,FAN_1,9170
2023-02-21 12:32:26.000 -0600,22,#Thermal.v1_4_0.Fan,FAN_2,9170
2023-02-21 12:32:26.000 -0600,22,#Thermal.v1_4_0.Fan,FAN_3,9170
2023-02-21 12:32:26.000 -0600,22,#Thermal.v1_4_0.Fan,FAN_4,9170
2023-02-21 12:32:26.000 -0600,23,#Thermal.v1_4_0.Fan,FAN_1,9170
2023-02-21 12:32:26.000 -0600,23,#Thermal.v1_4_0.Fan,FAN_2,9170
2023-02-21 12:32:26.000 -0600,23,#Thermal.v1_4_0.Fan,FAN_3,9100
2023-02-21 12:32:26.000 -0600,23,#Thermal.v1_4_0.Fan,FAN_4,9170
2023-02-21 12:32:26.000 -0600,24,#Thermal.v1_4_0.Fan,FAN_1,9170
2023-02-21 12:32:26.000 -0600,24,#Thermal.v1_4_0.Fan,FAN_2,9170
2023-02-21 12:32:26.000 -0600,24,#Thermal.v1_4_0.Fan,FAN_3,9100
2023-02-21 12:32:26.000 -0600,24,#Thermal.v1_4_0.Fan,FAN_4,9170
2023-02-21 12:32:26.000 -0600,25,#Thermal.v1_4_0.Fan,FAN_1,10710
2023-02-21 12:32:26.000 -0600,25,#Thermal.v1_4_0.Fan,FAN_2,10710
2023-02-21 12:32:26.000 -0600,25,#Thermal.v1_4_0.Fan,FAN_3,10640
2023-02-21 12:32:26.000 -0600,25,#Thermal.v1_4_0.Fan,FAN_4,10710
2023-02-21 12:32:26.000 -0600,27,#Thermal.v1_4_0.Fan,FAN_1,10640
2023-02-21 12:32:26.000 -0600,27,#Thermal.v1_4_0.Fan,FAN_2,10710
2023-02-21 12:32:26.000 -0600,27,#Thermal.v1_4_0.Fan,FAN_3,10710
2023-02-21 12:32:26.000 -0600,27,#Thermal.v1_4_0.Fan,FAN_4,10710
2023-02-21 12:32:26.000 -0600,28,#Thermal.v1_4_0.Fan,FAN_1,10640
2023-02-21 12:32:26.000 -0600,28,#Thermal.v1_4_0.Fan,FAN_2,10710
2023-02-21 12:32:26.000 -0600,28,#Thermal.v1_4_0.Fan,FAN_3,10710
2023-02-21 12:32:26.000 -0600,28,#Thermal.v1_4_0.Fan,FAN_4,10710
2023-02-21 12:32:26.000 -0600,29,#Thermal.v1_4_0.Fan,FAN_1,9870
2023-02-21 12:32:26.000 -0600,29,#Thermal.v1_4_0.Fan,FAN_2,9870
2023-02-21 12:32:26.000 -0600,29,#Thermal.v1_4_0.Fan,FAN_3,9800
2023-02-21 12:32:26.000 -0600,29,#Thermal.v1_4_0.Fan,FAN_4,9800
2023-02-21 12:32:26.000 -0600,30,#Thermal.v1_4_0.Fan,FAN_1,9800
2023-02-21 12:32:26.000 -0600,30,#Thermal.v1_4_0.Fan,FAN_2,9800
2023-02-21 12:32:26.000 -0600,30,#Thermal.v1_4_0.Fan,FAN_3,9800
2023-02-21 12:32:26.000 -0600,30,#Thermal.v1_4_0.Fan,FAN_4,9800
2023-02-21 12:32:26.000 -0600,31,#Thermal.v1_4_0.Fan,FAN_1,9870
2023-02-21 12:32:26.000 -0600,31,#Thermal.v1_4_0.Fan,FAN_2,9800
2023-02-21 12:32:26.000 -0600,31,#Thermal.v1_4_0.Fan,FAN_3,9800
2023-02-21 12:32:26.000 -0600,31,#Thermal.v1_4_0.Fan,FAN_4,9800
2023-02-21 12:32:26.000 -0600,32,#Thermal.v1_4_0.Fan,FAN_1,9800
2023-02-21 12:32:26.000 -0600,32,#Thermal.v1_4_0.Fan,FAN_2,9800
2023-02-21 12:32:26.000 -0600,32,#Thermal.v1_4_0.Fan,FAN_3,9870
2023-02-21 12:32:26.000 -0600,32,#Thermal.v1_4_0.Fan,FAN_4,9800
2023-02-21 12:32:26.000 -0600,33,#Thermal.v1_4_0.Fan,FAN_1,8890
2023-02-21 12:32:26.000 -0600,33,#Thermal.v1_4_0.Fan,FAN_2,8890
2023-02-21 12:32:26.000 -0600,33,#Thermal.v1_4_0.Fan,FAN_3,8890
2023-02-21 12:32:26.000 -0600,33,#Thermal.v1_4_0.Fan,FAN_4,8750
2023-02-21 12:32:26.000 -0600,34,#Thermal.v1_4_0.Fan,FAN_1,8960
2023-02-21 12:32:26.000 -0600,34,#Thermal.v1_4_0.Fan,FAN_2,8750
2023-02-21 12:32:26.000 -0600,34,#Thermal.v1_4_0.Fan,FAN_3,8890
2023-02-21 12:32:26.000 -0600,34,#Thermal.v1_4_0.Fan,FAN_4,8890
2023-02-21 12:32:26.000 -0600,35,#Thermal.v1_4_0.Fan,FAN_1,8960
2023-02-21 12:32:26.000 -0600,35,#Thermal.v1_4_0.Fan,FAN_2,8750
2023-02-21 12:32:26.000 -0600,35,#Thermal.v1_4_0.Fan,FAN_3,8890
2023-02-21 12:32:26.000 -0600,35,#Thermal.v1_4_0.Fan,FAN_4,8890
2023-02-21 12:32:26.000 -0600,36,#Thermal.v1_4_0.Fan,FAN_1,8960
2023-02-21 12:32:26.000 -0600,36,#Thermal.v1_4_0.Fan,FAN_2,8750
2023-02-21 12:32:26.000 -0600,36,#Thermal.v1_4_0.Fan,FAN_3,8960
2023-02-21 12:32:26.000 -0600,36,#Thermal.v1_4_0.Fan,FAN_4,8750
2023-02-21 12:32:26.000 -0600,37,#Thermal.v1_4_0.Fan,FAN_1,9310
2023-02-21 12:32:26.000 -0600,37,#Thermal.v1_4_0.Fan,FAN_2,9450
2023-02-21 12:32:26.000 -0600,37,#Thermal.v1_4_0.Fan,FAN_3,9310
2023-02-21 12:32:26.000 -0600,37,#Thermal.v1_4_0.Fan,FAN_4,9380
2023-02-21 12:32:26.000 -0600,38,#Thermal.v1_4_0.Fan,FAN_1,9380
2023-02-21 12:32:26.000 -0600,38,#Thermal.v1_4_0.Fan,FAN_2,9450
2023-02-21 12:32:26.000 -0600,38,#Thermal.v1_4_0.Fan,FAN_3,9380
2023-02-21 12:32:26.000 -0600,38,#Thermal.v1_4_0.Fan,FAN_4,9450
2023-02-21 12:32:26.000 -0600,39,#Thermal.v1_4_0.Fan,FAN_1,9450
2023-02-21 12:32:26.000 -0600,39,#Thermal.v1_4_0.Fan,FAN_2,9450
2023-02-21 12:32:26.000 -0600,39,#Thermal.v1_4_0.Fan,FAN_3,9380
2023-02-21 12:32:26.000 -0600,39,#Thermal.v1_4_0.Fan,FAN_4,9380
2023-02-21 12:32:26.000 -0600,40,#Thermal.v1_4_0.Fan,FAN_1,9450
2023-02-21 12:32:26.000 -0600,40,#Thermal.v1_4_0.Fan,FAN_2,9450
2023-02-21 12:32:26.000 -0600,40,#Thermal.v1_4_0.Fan,FAN_3,9380
2023-02-21 12:32:26.000 -0600,40,#Thermal.v1_4_0.Fan,FAN_4,9380
2023-02-21 12:32:26.000 -0600,41,#Thermal.v1_4_0.Fan,FAN_1,9170
2023-02-21 12:32:26.000 -0600,41,#Thermal.v1_4_0.Fan,FAN_2,9170
2023-02-21 12:32:26.000 -0600,41,#Thermal.v1_4_0.Fan,FAN_3,9310
2023-02-21 12:32:26.000 -0600,41,#Thermal.v1_4_0.Fan,FAN_4,9310
2023-02-21 12:32:26.000 -0600,42,#Thermal.v1_4_0.Fan,FAN_1,9170
2023-02-21 12:32:26.000 -0600,42,#Thermal.v1_4_0.Fan,FAN_2,9170
2023-02-21 12:32:26.000 -0600,42,#Thermal.v1_4_0.Fan,FAN_3,9170
2023-02-21 12:32:26.000 -0600,42,#Thermal.v1_4_0.Fan,FAN_4,9310
2023-02-21 12:32:26.000 -0600,43,#Thermal.v1_4_0.Fan,FAN_1,9170
2023-02-21 12:32:26.000 -0600,43,#Thermal.v1_4_0.Fan,FAN_2,9170
2023-02-21 12:32:26.000 -0600,43,#Thermal.v1_4_0.Fan,FAN_3,9310
2023-02-21 12:32:26.000 -0600,43,#Thermal.v1_4_0.Fan,FAN_4,9310
2023-02-21 12:32:26.000 -0600,44,#Thermal.v1_4_0.Fan,FAN_1,9170
2023-02-21 12:32:26.000 -0600,44,#Thermal.v1_4_0.Fan,FAN_2,9170
2023-02-21 12:32:26.000 -0600,44,#Thermal.v1_4_0.Fan,FAN_3,9170
2023-02-21 12:32:26.000 -0600,44,#Thermal.v1_4_0.Fan,FAN_4,9170
2023-02-21 12:32:26.000 -0600,45,#Thermal.v1_4_0.Fan,FAN_1,9170
2023-02-21 12:32:26.000 -0600,45,#Thermal.v1_4_0.Fan,FAN_2,9170
2023-02-21 12:32:26.000 -0600,45,#Thermal.v1_4_0.Fan,FAN_3,9170
2023-02-21 12:32:26.000 -0600,45,#Thermal.v1_4_0.Fan,FAN_4,9170
2023-02-21 12:32:26.000 -0600,46,#Thermal.v1_4_0.Fan,FAN_1,9310
2023-02-21 12:32:26.000 -0600,46,#Thermal.v1_4_0.Fan,FAN_2,9380
2023-02-21 12:32:26.000 -0600,46,#Thermal.v1_4_0.Fan,FAN_3,9170
2023-02-21 12:32:26.000 -0600,46,#Thermal.v1_4_0.Fan,FAN_4,9310
2023-02-21 12:32:26.000 -0600,47,#Thermal.v1_4_0.Fan,FAN_1,9170
2023-02-21 12:32:26.000 -0600,47,#Thermal.v1_4_0.Fan,FAN_2,9170
2023-02-21 12:32:26.000 -0600,47,#Thermal.v1_4_0.Fan,FAN_3,9170
2023-02-21 12:32:26.000 -0600,47,#Thermal.v1_4_0.Fan,FAN_4,9170
2023-02-21 12:32:26.000 -0600,48,#Thermal.v1_4_0.Fan,FAN_1,9170
2023-02-21 12:32:26.000 -0600,48,#Thermal.v1_4_0.Fan,FAN_2,9170
2023-02-21 12:32:26.000 -0600,48,#Thermal.v1_4_0.Fan,FAN_3,9310
2023-02-21 12:32:26.000 -0600,48,#Thermal.v1_4_0.Fan,FAN_4,9170
2023-02-21 12:32:26.000 -0600,49,#Thermal.v1_4_0.Fan,FAN_1,9450
2023-02-21 12:32:26.000 -0600,49,#Thermal.v1_4_0.Fan,FAN_2,9380
2023-02-21 12:32:26.000 -0600,49,#Thermal.v1_4_0.Fan,FAN_3,9870
2023-02-21 12:32:26.000 -0600,49,#Thermal.v1_4_0.Fan,FAN_4,9380
2023-02-21 12:32:26.000 -0600,51,#Thermal.v1_4_0.Fan,FAN_1,9450
2023-02-21 12:32:26.000 -0600,51,#Thermal.v1_4_0.Fan,FAN_2,9380
2023-02-21 12:32:26.000 -0600,51,#Thermal.v1_4_0.Fan,FAN_3,9380
2023-02-21 12:32:26.000 -0600,51,#Thermal.v1_4_0.Fan,FAN_4,9450
2023-02-21 12:32:26.000 -0600,52,#Thermal.v1_4_0.Fan,FAN_1,9450
2023-02-21 12:32:26.000 -0600,52,#Thermal.v1_4_0.Fan,FAN_2,9310
2023-02-21 12:32:26.000 -0600,52,#Thermal.v1_4_0.Fan,FAN_3,9380
2023-02-21 12:32:26.000 -0600,52,#Thermal.v1_4_0.Fan,FAN_4,9450
2023-02-21 12:32:26.000 -0600,53,#Thermal.v1_4_0.Fan,FAN_1,8960
2023-02-21 12:32:26.000 -0600,53,#Thermal.v1_4_0.Fan,FAN_2,8890
2023-02-21 12:32:26.000 -0600,53,#Thermal.v1_4_0.Fan,FAN_3,8890
2023-02-21 12:32:26.000 -0600,53,#Thermal.v1_4_0.Fan,FAN_4,8890
2023-02-21 12:32:26.000 -0600,55,#Thermal.v1_4_0.Fan,FAN_1,8890
2023-02-21 12:32:26.000 -0600,55,#Thermal.v1_4_0.Fan,FAN_2,9170
2023-02-21 12:32:26.000 -0600,55,#Thermal.v1_4_0.Fan,FAN_3,8890
2023-02-21 12:32:26.000 -0600,55,#Thermal.v1_4_0.Fan,FAN_4,9170
2023-02-21 12:32:26.000 -0600,56,#Thermal.v1_4_0.Fan,FAN_1,8890
2023-02-21 12:32:26.000 -0600,56,#Thermal.v1_4_0.Fan,FAN_2,8960
2023-02-21 12:32:26.000 -0600,56,#Thermal.v1_4_0.Fan,FAN_3,8750
2023-02-21 12:32:26.000 -0600,56,#Thermal.v1_4_0.Fan,FAN_4,8890
2023-02-21 12:32:26.000 -0600,57,#Thermal.v1_4_0.Fan,FAN_1,10010
2023-02-21 12:32:26.000 -0600,57,#Thermal.v1_4_0.Fan,FAN_2,10010
2023-02-21 12:32:26.000 -0600,57,#Thermal.v1_4_0.Fan,FAN_3,9870
2023-02-21 12:32:26.000 -0600,57,#Thermal.v1_4_0.Fan,FAN_4,10080
2023-02-21 12:32:26.000 -0600,58,#Thermal.v1_4_0.Fan,FAN_1,10010
2023-02-21 12:32:26.000 -0600,58,#Thermal.v1_4_0.Fan,FAN_2,9870
2023-02-21 12:32:26.000 -0600,58,#Thermal.v1_4_0.Fan,FAN_3,10010
2023-02-21 12:32:26.000 -0600,58,#Thermal.v1_4_0.Fan,FAN_4,10080
2023-02-21 12:32:26.000 -0600,59,#Thermal.v1_4_0.Fan,FAN_1,9870
2023-02-21 12:32:26.000 -0600,59,#Thermal.v1_4_0.Fan,FAN_2,10010
2023-02-21 12:32:26.000 -0600,59,#Thermal.v1_4_0.Fan,FAN_3,10010
2023-02-21 12:32:26.000 -0600,59,#Thermal.v1_4_0.Fan,FAN_4,10080
2023-02-21 12:32:26.000 -0600,60,#Thermal.v1_4_0.Fan,FAN_1,9870
2023-02-21 12:32:26.000 -0600,60,#Thermal.v1_4_0.Fan,FAN_2,9870
2023-02-21 12:32:26.000 -0600,60,#Thermal.v1_4_0.Fan,FAN_3,10010
2023-02-21 12:32:26.000 -0600,60,#Thermal.v1_4_0.Fan,FAN_4,10080
2023-02-21 12:32:26.000 -0600,61,#Thermal.v1_4_0.Fan,FAN_1,10010
2023-02-21 12:32:26.000 -0600,61,#Thermal.v1_4_0.Fan,FAN_2,9450
2023-02-21 12:32:26.000 -0600,61,#Thermal.v1_4_0.Fan,FAN_3,10080
2023-02-21 12:32:26.000 -0600,61,#Thermal.v1_4_0.Fan,FAN_4,10080
2023-02-21 12:32:26.000 -0600,62,#Thermal.v1_4_0.Fan,FAN_1,10080
2023-02-21 12:32:26.000 -0600,62,#Thermal.v1_4_0.Fan,FAN_2,9450
2023-02-21 12:32:26.000 -0600,62,#Thermal.v1_4_0.Fan,FAN_3,10080
2023-02-21 12:32:26.000 -0600,62,#Thermal.v1_4_0.Fan,FAN_4,9450
2023-02-21 12:32:26.000 -0600,63,#Thermal.v1_4_0.Fan,FAN_1,9870
2023-02-21 12:32:26.000 -0600,63,#Thermal.v1_4_0.Fan,FAN_2,9870
2023-02-21 12:32:26.000 -0600,63,#Thermal.v1_4_0.Fan,FAN_3,9800
2023-02-21 12:32:26.000 -0600,63,#Thermal.v1_4_0.Fan,FAN_4,9870
2023-02-21 12:32:26.000 -0600,64,#Thermal.v1_4_0.Fan,FAN_1,9870
2023-02-21 12:32:26.000 -0600,64,#Thermal.v1_4_0.Fan,FAN_2,9870
2023-02-21 12:32:26.000 -0600,64,#Thermal.v1_4_0.Fan,FAN_3,9800
2023-02-21 12:32:26.000 -0600,64,#Thermal.v1_4_0.Fan,FAN_4,9870
2023-02-21 12:32:26.000 -0600,65,#Thermal.v1_4_0.Fan,FAN_1,10220
2023-02-21 12:32:26.000 -0600,65,#Thermal.v1_4_0.Fan,FAN_2,10430
2023-02-21 12:32:26.000 -0600,65,#Thermal.v1_4_0.Fan,FAN_3,10220
2023-02-21 12:32:26.000 -0600,65,#Thermal.v1_4_0.Fan,FAN_4,10430
2023-02-21 12:32:26.000 -0600,66,#Thermal.v1_4_0.Fan,FAN_1,10500
2023-02-21 12:32:26.000 -0600,66,#Thermal.v1_4_0.Fan,FAN_2,10430
2023-02-21 12:32:26.000 -0600,66,#Thermal.v1_4_0.Fan,FAN_3,10640
2023-02-21 12:32:26.000 -0600,66,#Thermal.v1_4_0.Fan,FAN_4,10500
2023-02-21 12:32:26.000 -0600,67,#Thermal.v1_4_0.Fan,FAN_1,9870
2023-02-21 12:32:26.000 -0600,67,#Thermal.v1_4_0.Fan,FAN_2,9870
2023-02-21 12:32:26.000 -0600,67,#Thermal.v1_4_0.Fan,FAN_3,9870
2023-02-21 12:32:26.000 -0600,67,#Thermal.v1_4_0.Fan,FAN_4,9870
2023-02-21 12:32:26.000 -0600,68,#Thermal.v1_4_0.Fan,FAN_1,10500
2023-02-21 12:32:26.000 -0600,68,#Thermal.v1_4_0.Fan,FAN_2,10430
2023-02-21 12:32:26.000 -0600,68,#Thermal.v1_4_0.Fan,FAN_3,10290
2023-02-21 12:32:26.000 -0600,68,#Thermal.v1_4_0.Fan,FAN_4,10500
2023-02-21 12:32:26.000 -0600,69,#Thermal.v1_4_0.Fan,FAN_1,10710
2023-02-21 12:32:26.000 -0600,69,#Thermal.v1_4_0.Fan,FAN_2,10710
2023-02-21 12:32:26.000 -0600,69,#Thermal.v1_4_0.Fan,FAN_3,10710
2023-02-21 12:32:26.000 -0600,69,#Thermal.v1_4_0.Fan,FAN_4,10710
2023-02-21 12:32:26.000 -0600,70,#Thermal.v1_4_0.Fan,FAN_1,10710
2023-02-21 12:32:26.000 -0600,70,#Thermal.v1_4_0.Fan,FAN_2,10710
2023-02-21 12:32:26.000 -0600,70,#Thermal.v1_4_0.Fan,FAN_3,10710
2023-02-21 12:32:26.000 -0600,70,#Thermal.v1_4_0.Fan,FAN_4,10710
2023-02-21 12:32:26.000 -0600,71,#Thermal.v1_4_0.Fan,FAN_1,10710
2023-02-21 12:32:26.000 -0600,71,#Thermal.v1_4_0.Fan,FAN_2,10710
2023-02-21 12:32:26.000 -0600,71,#Thermal.v1_4_0.Fan,FAN_3,10710
2023-02-21 12:32:26.000 -0600,71,#Thermal.v1_4_0.Fan,FAN_4,10710
2023-02-21 12:32:26.000 -0600,73,#Thermal.v1_4_0.Fan,FAN_1,9450
2023-02-21 12:32:26.000 -0600,73,#Thermal.v1_4_0.Fan,FAN_2,9450
2023-02-21 12:32:26.000 -0600,73,#Thermal.v1_4_0.Fan,FAN_3,9590
2023-02-21 12:32:26.000 -0600,73,#Thermal.v1_4_0.Fan,FAN_4,9380
2023-02-21 12:32:26.000 -0600,74,#Thermal.v1_4_0.Fan,FAN_1,9450
2023-02-21 12:32:26.000 -0600,74,#Thermal.v1_4_0.Fan,FAN_2,9450
2023-02-21 12:32:26.000 -0600,74,#Thermal.v1_4_0.Fan,FAN_3,9590
2023-02-21 12:32:26.000 -0600,74,#Thermal.v1_4_0.Fan,FAN_4,9450
2023-02-21 12:32:26.000 -0600,75,#Thermal.v1_4_0.Fan,FAN_1,9450
2023-02-21 12:32:26.000 -0600,75,#Thermal.v1_4_0.Fan,FAN_2,9450
2023-02-21 12:32:26.000 -0600,75,#Thermal.v1_4_0.Fan,FAN_3,9590
2023-02-21 12:32:26.000 -0600,75,#Thermal.v1_4_0.Fan,FAN_4,9590
2023-02-21 12:32:26.000 -0600,76,#Thermal.v1_4_0.Fan,FAN_1,9450
2023-02-21 12:32:26.000 -0600,76,#Thermal.v1_4_0.Fan,FAN_2,9450
2023-02-21 12:32:26.000 -0600,76,#Thermal.v1_4_0.Fan,FAN_3,9590
2023-02-21 12:32:26.000 -0600,76,#Thermal.v1_4_0.Fan,FAN_4,9590
2023-02-21 12:32:26.000 -0600,77,#Thermal.v1_4_0.Fan,FAN_1,9310
2023-02-21 12:32:26.000 -0600,77,#Thermal.v1_4_0.Fan,FAN_2,9310
2023-02-21 12:32:26.000 -0600,77,#Thermal.v1_4_0.Fan,FAN_3,9380
2023-02-21 12:32:26.000 -0600,77,#Thermal.v1_4_0.Fan,FAN_4,9310
2023-02-21 12:32:26.000 -0600,78,#Thermal.v1_4_0.Fan,FAN_1,9310
2023-02-21 12:32:26.000 -0600,78,#Thermal.v1_4_0.Fan,FAN_2,9310
2023-02-21 12:32:26.000 -0600,78,#Thermal.v1_4_0.Fan,FAN_3,9310
2023-02-21 12:32:26.000 -0600,78,#Thermal.v1_4_0.Fan,FAN_4,9310
2023-02-21 12:32:26.000 -0600,79,#Thermal.v1_4_0.Fan,FAN_1,9310
2023-02-21 12:32:26.000 -0600,79,#Thermal.v1_4_0.Fan,FAN_2,9310
2023-02-21 12:32:26.000 -0600,79,#Thermal.v1_4_0.Fan,FAN_3,9380
2023-02-21 12:32:26.000 -0600,79,#Thermal.v1_4_0.Fan,FAN_4,9310
2023-02-21 12:32:26.000 -0600,80,#Thermal.v1_4_0.Fan,FAN_1,9310
